Date,GLD,MDY,QQQ,SPY,TLT,VBR,VTV
5/24/2005,41.73,99.21853456,33.29810432,86.29754363,55.9494414,40.16480877,35.1946109
5/25/2005,41.87,98.77915446,33.157791,86.23255255,55.55839373,39.81223847,35.07883915
5/26/2005,41.69,99.48704462,33.49103513,86.69473114,55.54061884,40.07314049,35.23320148
5/27/2005,41.88,99.93456138,33.5085743,86.83916001,55.59986848,40.25647705,35.34254146
5/31/2005,41.65,99.71487133,33.39456973,86.28310269,56.28716439,40.42571079,35.1946109
6/1/2005,41.53,100.6668615,33.66642678,87.01969881,56.97398629,40.73597266,35.32324617
6/2/2005,42.1,101.1306516,33.90320551,87.2074606,57.11075716,40.79238391,35.49047203
6/3/2005,42.17,100.6505882,33.41210889,86.76694594,56.64097896,40.60199594,35.35540499
6/6/2005,42.48,100.9516449,33.42087848,86.68750815,56.93830693,40.77828109,35.35540499
6/7/2005,42.38,101.098105,33.14025184,86.75249923,57.39024545,40.9052064,35.37470028
6/8/2005,42.34,100.5692215,33.07009518,86.59363014,57.11670372,40.80648672,35.32324617
6/9/2005,42.27,101.1387883,33.28056516,87.00525787,57.06913124,41.01097749,35.4776085
6/10/2005,42.62,101.4235717,32.92715099,86.80305009,56.42690282,41.00392609,35.45188145
6/13/2005,42.78,101.7815851,33.08763434,87.07747267,56.08794893,41.18021124,35.57408496
6/14/2005,42.6,102.1965552,32.95609061,87.27967539,55.71926224,41.47637029,35.68342494
6/15/2005,42.74,102.5464319,33.0613256,87.44576747,55.82035375,41.70906669,35.74774258
6/16/2005,43.46,103.1485454,33.23671725,87.66963991,56.09984205,42.04048277,35.98571783
6/17/2005,43.63,102.9992945,33.24089157,87.99289029,56.09389549,42.19561371,36.2043978
6/20/2005,43.66,103.0401348,33.24089157,88.02189328,55.99875054,41.94881449,36.22369309
6/21/2005,43.81,103.0319667,33.2233363,88.07264653,56.40906314,41.88535184,36.08219429
6/22/2005,43.72,102.9584542,33.18822578,88.14515149,57.09291748,41.99112293,36.062899
6/23/2005,44.02,101.9374461,32.81956524,86.90530513,57.03345189,41.56803857,35.7606061
6/24/2005,43.9,100.6387238,32.45090471,86.26725663,57.31888674,41.0180289,35.55478966
6/27/2005,43.91,101.1778161,32.30168497,86.39051555,57.47349729,41.23662249,35.52970579
6/28/2005,43.45,102.5010426,32.60890208,87.11557232,57.08102436,41.85009481,35.77554133
6/29/2005,43.63,102.5500509,32.5369255,86.88355416,56.99182597,41.92625,35.77554133
6/30/2005,43.44,102.305009,32.2841297,86.41226581,57.50323008,41.86419762,35.67850099
7/1/2005,42.7,103.0809751,32.23585273,86.66603495,56.80843408,42.01932856,35.67203163
7/5/2005,42.28,104.0611429,32.57379155,87.36208872,56.27137955,42.59754385,35.96315267
7/6/2005,42.25,103.2443364,32.41579418,86.62978501,56.58167772,42.35074464,35.67850099
7/7/2005,42.36,103.6118993,32.52990339,86.97055734,56.70102317,42.35779604,35.73672519
7/8/2005,42.26,104.8616132,33.15311525,87.96388729,56.46829954,43.15460493,36.11194787
7/11/2005,42.54,105.7764365,33.46033236,88.41342394,56.46829954,43.57768929,36.29308985
7/12/2005,42.64,105.8989574,33.61832973,88.64544211,56.1520341,43.65525476,36.33837535
7/13/2005,42.35,105.5477306,33.69732842,88.76870031,56.06849229,43.4789696,36.42247698
7/14/2005,41.9,105.1883358,34.03087843,89.11673046,55.92527775,43.16870774,36.44188505
7/15/2005,42.05,105.4905542,34.13621001,89.06597068,56.07445956,43.2392218,36.47423183
7/18/2005,42.01,105.3843694,33.99840119,88.71069432,55.65675049,43.03473102,36.27368178
7/19/2005,41.89,106.3073606,34.39076133,89.19648163,55.85367048,43.5917921,36.46129312
7/20/2005,42.2,106.7647723,34.63653502,89.50100909,56.15800137,44.09949334,36.58421089
7/21/2005,42.46,105.9806381,34.64531265,88.9789675,55.3941905,43.51422663,36.28015114
7/22/2005,42.45,106.7566042,34.60142449,89.57351405,55.82383412,43.96551662,36.55186411
7/25/2005,42.51,106.5115623,34.46976002,89.3197449,55.62094685,43.73282022,36.46776248
7/26/2005,42.25,106.6340832,34.60142449,89.42849907,55.71045594,43.93025959,36.53245604
7/27/2005,42.44,107.0424865,34.86475345,89.75477824,55.62094685,43.9443624,36.61655768
7/28/2005,42.75,107.8184526,35.03152845,90.32032179,56.11623047,44.41680661,36.83004644
7/29/2005,42.82,107.5570745,34.73747779,89.71852323,55.56127413,44.14885318,36.59068025
8/1/2005,43.13,107.5652426,34.80331002,89.65327102,55.3554629,44.31103552,36.57774154
8/2/2005,43.14,108.0389903,35.18074819,90.18981085,55.17577626,44.74822269,36.82357708
8/3/2005,43.53,107.8756291,35.16319293,90.42908103,55.44530622,44.5296291,36.86886258
8/4/2005,43.68,106.8219487,34.82349858,89.70402426,55.33150468,43.87384834,36.60361896
8/5/2005,43.6,105.7437642,34.65409028,89.09497368,54.90025675,43.16870774,36.27368178
8/8/2005,43.35,105.2863526,34.39953896,88.92821425,54.79843433,42.73857197,36.20898822
8/9/2005,43.34,105.9234616,34.62775739,89.46475408,55.00207918,42.92895993,36.3901302
8/10/2005,43.65,106.103159,34.32931791,89.42125285,54.94218364,42.83729166,36.46129312
8/11/2005,44.45,106.5524026,34.61195765,89.77652922,55.32551513,43.25332461,36.72653674
8/12/2005,44.49,106.0623187,34.41709423,89.22548462,55.88853325,43.0065254,36.57774154
8/15/2005,44.13,106.6259152,34.62424634,89.77652922,55.74478394,43.25332461,36.67478188
8/16/2005,44.55,105.1638316,34.06598895,88.60918709,56.13410499,42.71741775,36.31896728
8/17/2005,43.91,104.9432939,34.26787449,88.60193507,55.76275261,42.73152056,36.28015114
8/18/2005,43.83,104.7390922,34.09495514,88.59468813,56.17603187,42.48472135,36.29955921
8/19/2005,43.6,105.2373442,34.07476659,88.7977033,56.17004231,42.59049244,36.28662049
8/22/2005,43.7,105.4823861,34.09232185,88.7977033,56.11014677,42.79498322,36.31249792
8/23/2005,43.76,105.3026887,33.9957679,88.63093807,56.36769761,42.71741775,36.25427371
8/24/2005,43.59,104.9677981,33.79388237,87.84062909,56.4216036,42.67510932,36.10547851
8/25/2005,43.73,105.4088735,33.87112553,88.15964972,56.60129024,42.84434306,36.07960109
8/26/2005,43.61,104.2163361,33.75868407,87.55785695,56.58332157,42.38600167,35.92433653
8/29/2005,43.57,105.2781845,34.0221008,88.23215975,56.65519623,42.58344104,36.07313173
8/30/2005,43.01,104.4287058,33.89921395,87.76812414,57.0145695,42.59049244,35.96962203
8/31/2005,43.4,106.5197303,34.21520869,88.87746027,57.49373386,43.26037602,36.37072213
9/1/2005,44.22,106.22568,34.1625429,88.81220226,57.14885531,43.54948366,36.59068025
9/2/2005,44.25,105.7110919,34.03087843,88.65268905,57.19694017,43.24627321,36.48717055
9/6/2005,44.27,106.9689739,34.53120344,89.68952023,56.79422948,43.73282022,36.88827065
9/7/2005,44.33,107.2956965,34.5917691,89.84178723,56.25928542,43.98667084,36.93355614
9/8/2005,44.6,106.7974445,34.58386923,89.54451105,56.31939149,43.66230616,36.84945451
9/9/2005,44.84,107.6469232,34.77609937,90.34207205,56.49970971,43.97961943,37.1923304
9/12/2005,44.89,107.6550913,34.87353108,90.16080785,56.10902023,44.21231583,37.14704491
9/13/2005,44.56,106.9526378,34.78575476,89.66052303,56.40353999,43.76102585,36.88180129
9/14/2005,44.96,106.4952261,34.39076133,89.33424386,56.18715813,43.41550695,36.84298515
9/15/2005,45.42,106.5115623,34.37320607,89.29074263,55.72434136,43.3590957,36.84945451
9/16/2005,45.82,106.7294045,34.58386923,89.92276592,55.3576943,43.66230616,37.22467718
9/19/2005,46.25,106.4837673,34.31176264,89.62423398,55.47790645,43.45076398,37.06941263
9/20/2005,46.23,105.2801445,34.17132054,88.86699474,55.62216103,42.95716556,36.81710773
9/21/2005,47.06,103.8963877,33.79388237,88.03693916,56.13907327,42.38600167,36.51304797
9/22/2005,46.36,104.4286019,33.91676921,88.35002475,56.0849778,42.5411326,36.57127218
9/23/2005,46.28,104.6824271,34.01332316,88.42284108,55.66423528,42.75267478,36.55186411
9/26/2005,46.57,105.419339,34.0221008,88.52477781,55.41178977,42.99947399,36.62043929
9/27/2005,46.25,105.1655138,33.94310211,88.50293495,55.48992767,42.90075431,36.61392436
9/28/2005,46.8,105.2965203,33.95187974,88.59030566,55.86258533,42.73857197,36.68558862
9/29/2005,47.1,106.418264,34.40831659,89.3111484,55.61013981,43.34499289,36.94618595
9/30/2005,46.7,107.1961154,34.63653502,89.58783165,55.41780038,43.5917921,36.99830541
10/3/2005,46.42,107.8265845,34.72431134,89.26745685,54.98611855,43.64820335,36.89406648
10/4/2005,46.45,106.1971904,34.49609291,88.26265404,55.16715274,43.14050211,36.47711076
10/5/2005,46.36,104.0928976,34.0221008,87.10494103,55.40853167,41.99817434,35.90379664
10/6/2005,47.21,103.0284693,33.57444157,86.79184962,55.19732511,41.74432372,35.71486358
10/7/2005,47.36,103.5770593,33.65344026,87.09038155,55.42060061,41.98407153,35.85819211
10/10/2005,47.37,102.8237716,33.46910999,86.35497861,55.38439377,41.54688435,35.53896038
10/11/2005,47.39,102.2178662,33.30233499,86.23119974,55.26973879,41.10264577,35.46729612
10/12/2005,46.85,100.9159886,32.90470827,85.55404854,54.73267068,40.54558469,35.24578839
10/13/2005,47.02,100.2200162,33.16189288,85.50308017,54.53353307,40.54558469,35.0698852
10/14/2005,46.8,101.9476652,33.40766657,86.40594698,54.44905045,41.16610843,35.39563186
10/17/2005,47.26,102.5371947,33.51299815,86.72632177,54.4369815,41.23662249,35.60410972
10/18/2005,47,101.2107533,33.27600209,85.7870468,54.49732623,40.79238391,35.14154946
10/19/2005,46.34,102.5945101,33.94310211,87.21416042,54.52146413,41.42701045,35.52593052
10/20/2005,45.98,101.0633709,33.62359631,85.67782741,54.66629148,40.74302406,34.88746707
10/21/2005,46.52,102.2014904,33.83777053,86.01276168,55.17318722,41.18726264,34.98519107
10/24/2005,46.39,104.0601459,34.37320607,87.34522194,54.74473963,41.99817434,35.63668438
10/25/2005,47.06,103.7244416,34.24154159,87.1704747,54.27405073,41.74432372,35.63016945
10/26/2005,46.93,103.3232341,34.06598895,86.91563431,53.87577551,41.42701045,35.54547532
10/27/2005,47.18,101.6692763,33.38133367,85.99091883,54.06887865,40.82757042,35.22624359
10/28/2005,47.22,103.0284693,33.63764052,87.22872572,54.07491312,41.4834217,35.85167718
10/31/2005,46.4,103.9864548,34.11865474,87.46900081,54.17749916,42.1885623,36.02106544
11/1/2005,45.73,104.9690039,34.09232185,87.73112458,54.11505443,41.96996871,35.92334144
11/2/2005,46.13,106.4673914,34.53734778,88.64855668,53.86048093,42.67510932,36.25560303
11/3/2005,45.96,106.9668539,35.05786135,89.02717667,53.49680448,42.70331494,36.35984196
11/4/2005,45.51,106.8358474,35.18074819,88.91068045,53.41194665,42.54818401,36.32075236
11/7/2005,45.77,106.8931627,35.22463635,88.99805626,53.59378487,42.71741775,36.42499129
11/8/2005,45.91,106.6475254,35.23341398,88.99805626,54.11505443,42.56933823,36.3077225
11/9/2005,46.56,106.8194716,35.25009148,89.11455247,53.55741722,42.70331494,36.41847636
11/10/2005,46.48,107.2452429,35.63718504,89.80626387,54.21203482,43.03473102,36.63346916
11/11/2005,46.8,107.8511482,35.73373899,90.11207846,54.24234119,43.28153024,36.83543208
11/14/2005,46.62,107.9985306,35.73725005,90.06111009,53.83623583,43.03473102,36.77679768
11/15/2005,46.66,107.2943703,35.56696399,89.73345337,54.18778972,42.66805791,36.56180489
11/16/2005,47.78,107.5481955,35.78464926,89.91548326,54.75754948,42.54818401,36.56831982
11/17/2005,48.48,108.6453754,36.25776361,90.75282149,54.89089751,43.25332461,36.92664115
11/18/2005,48.46,109.0220193,36.38328375,91.10959862,54.636324,43.52832945,37.12208914
11/21/2005,48.99,110.1273871,36.4701823,91.56831758,54.7999784,43.88089975,37.40223127
11/22/2005,49.32,110.774232,36.60272454,91.96150287,54.87271369,44.08539052,37.61722406
11/23/2005,49.15,111.0853726,36.69050086,92.49302724,54.6605691,44.19821302,37.76055259
11/25/2005,49.42,111.1099363,36.76949954,92.56583774,54.86059114,44.22007238,37.85176166
11/28/2005,49.74,109.6443004,36.46228243,91.91053451,55.13334847,43.64820335,37.53904486
11/29/2005,49.8,109.9881927,36.28936308,91.80859267,54.6120789,43.78218006,37.53904486
11/30/2005,49.1,109.8817498,36.19895348,91.31347719,54.55146616,43.78218006,37.2914774
12/1/2005,50.17,111.3719494,36.87219784,92.24546878,54.46669379,44.50847489,37.75403766
12/2/2005,50.32,111.593023,36.95997415,92.36196499,54.48495691,44.43090942,37.72797793
12/5/2005,50.78,111.1426879,36.69050086,92.16537562,54.24144872,44.23347005,37.72146299
12/6/2005,50.89,111.1754396,36.80987665,92.34012286,54.79542984,44.1770588,37.67585846
12/7/2005,51.32,110.7578562,36.74316665,91.80131584,54.58844789,44.02897927,37.46086567
12/8/2005,51.9,111.1508759,36.48071546,91.74306482,54.94153476,44.01487646,37.43480593
12/9/2005,52.4,111.6012109,36.61589099,91.98334573,54.50930772,44.31808692,37.6041942
12/12/2005,52.56,111.6994658,36.74931099,92.07071644,54.40581674,44.36039536,37.57813446
12/13/2005,51.65,112.133425,36.90555284,92.69689999,54.606711,44.50142348,37.91039605
12/14/2005,50.35,112.5100689,36.77739941,93.06095977,55.16677983,44.65655441,38.08629925
12/15/2005,50.24,111.593023,36.8397206,92.79155845,55.03285033,44.27577849,37.98206032
12/16/2005,50.09,110.9169718,36.58613482,92.49424466,55.21548147,44.21231583,37.91691099
12/19/2005,50.22,110.1862827,36.00540252,92.01844976,55.27027081,43.63410054,37.79964219
12/20/2005,49.04,110.3422725,36.03179944,92.10629074,55.20330606,43.57768929,37.74752273
12/21/2005,49.37,111.2289515,36.19018098,92.25268653,55.10590278,43.93025959,37.87782139
12/22/2005,50.14,111.9021707,36.42511359,92.73580206,55.54421752,44.11359615,37.95600059
12/23/2005,50.12,112.2634103,36.43039297,92.78704135,55.88512898,44.35334395,38.06017437
12/27/2005,50.64,110.8348719,36.10923041,91.84277365,56.34170683,43.8660918,37.73318987
12/28/2005,51.47,111.5491411,36.06699534,92.04773009,56.18497522,44.12476162,37.78573391
12/29/2005,51.47,110.9251818,35.82942303,91.63781721,56.30723608,43.90201816,37.68064583
12/30/2005,51.58,110.5803622,35.55841463,91.14006407,56.17886218,43.60742197,37.54928573
1/3/2006,53.12,112.2387803,36.34856251,92.7431183,56.10550567,44.41935782,38.12727018
1/4/2006,53.3,113.0351494,36.7269184,93.18231663,56.23999261,44.6636571,38.28490231
1/5/2006,52.34,113.1993492,36.88529994,93.24087143,56.17274914,44.74844332,38.29147031
1/6/2006,53.72,114.4883177,37.55402198,94.01678439,56.06882741,45.06660721,38.60673456
1/9/2006,54.6,115.0055471,37.70351655,94.25834252,56.10550567,45.52588986,38.79720671
1/10/2006,54.06,115.6705563,37.73000146,94.35349388,55.65314051,45.84204188,38.79063871
1/11/2006,54.53,115.7608662,38.02036761,94.65361267,55.56144487,45.82048606,38.92856682
1/12/2006,54.43,115.1861669,37.83558916,94.28030148,55.93434047,45.52588986,38.71182265
1/13/2006,55.44,114.7756674,37.81799121,94.19245537,56.25833174,45.4899635,38.73152666
1/17/2006,55.26,114.7099874,37.57161993,93.9362655,56.50896649,45.29596113,38.67241462
1/18/2006,54.51,113.8971984,37.14047019,93.56294918,56.58843604,45.3031464,38.47537446
1/19/2006,55.59,115.5884564,37.41323839,93.92162277,56.32557521,45.78455969,38.72495866
1/20/2006,55.2,113.6837386,36.29576867,92.2087686,56.47228823,45.16662621,38.10099816
1/23/2006,55.77,114.1763381,36.30456764,92.53816186,56.4539491,45.42529604,38.25074868
1/24/2006,55.73,115.1779569,36.46294918,92.6333242,56.17886218,46.00011788,38.32431034
1/25/2006,56.14,114.5129477,36.30456764,92.71384382,55.56755791,45.9426357,38.2717663
1/26/2006,55.88,115.949696,36.55973789,93.22623456,55.32914925,46.40967845,38.56075853
1/27/2006,55.63,116.2863056,37.05248045,94.08997679,55.32914925,46.63960718,38.83661475
1/30/2006,56.68,116.3766155,37.12287224,94.01678439,55.27413187,46.59649554,38.9022948
1/31/2006,56.7,116.4751354,36.95569173,93.32871241,55.22522752,46.59649554,38.68555063
2/1/2006,56.7,117.3782344,37.08767635,93.98018269,55.23778249,46.88390646,38.75123068
2/2/2006,56.98,116.0892659,36.4541502,92.88951994,55.34207417,46.37375208,38.45567044
2/3/2006,56.5,115.8347561,36.00540252,92.42836264,55.73470168,46.15100862,38.30460633
2/6/2006,56.72,116.6229152,35.9086138,92.66992004,55.84512817,46.36656681,38.38342239
2/7/2006,54.6,114.8577673,35.75023226,91.85009501,55.58133156,45.84204188,38.07472614
2/8/2006,54.83,115.2682668,36.16378405,92.6845635,55.45250066,45.94982097,38.38342239
2/9/2006,56.18,114.7756674,35.82062406,92.53084635,55.70402766,45.77737442,38.31839914
2/10/2006,54.79,114.7838774,36.04059841,92.69920037,55.39728742,45.82048606,38.36371837
2/13/2006,53.72,114.0942382,35.62704663,92.53084635,55.40342222,45.63366896,38.35058236
2/14/2006,54.49,114.9809171,35.98780457,93.51170989,55.20710847,46.2084908,38.6527106
2/15/2006,53.76,115.4653066,36.2165779,93.84110315,55.34207417,46.48153118,38.80377472
2/16/2006,54.52,116.4587154,36.55093892,94.54381858,55.35434378,46.78331264,39.11247096
2/17/2006,54.96,116.0892659,36.26057277,94.28761772,55.79604973,46.88390646,39.14531099
2/21/2006,55.12,116.1713658,35.85581996,94.05338608,55.70402766,46.68343735,39.04022291
2/22/2006,55.34,116.844585,36.30456764,94.62433747,56.08438555,47.23598484,39.4080312
2/23/2006,54.64,116.803535,36.20777892,94.48525792,55.94328504,47.00605611,39.23069506
2/24/2006,55.64,117.4603343,36.30456764,94.72681605,55.85739778,47.28628175,39.32264713
2/27/2006,55.22,117.2961345,36.70932045,94.76341774,55.7653757,47.3796903,39.43430322
2/28/2006,56.07,116.1467358,36.16378405,93.86306211,55.84512817,46.83360955,39.0270869
3/1/2006,56.1,117.9529337,36.65652661,94.69752987,55.70386692,47.39406085,39.27667109
3/2/2006,56.74,117.657374,36.68292353,94.69021436,55.31600843,47.1428637,39.23069506
3/3/2006,56.28,116.7789051,36.47174815,94.25101603,54.99587127,46.94929245,39.21099104
3/6/2006,55.23,115.8840161,36.15498508,93.81914418,54.51566552,46.661163,38.93506914
3/7/2006,54.95,114.4718977,35.9438097,93.6727484,54.55260442,46.25160244,38.87602278
3/8/2006,53.97,114.8823972,35.96140765,93.8703886,54.53413497,46.33782571,38.95483884
